activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version
13396,270,61,3,3,1,61.91,78.47,0.67,1,1,1080p,False,Hindi,8,False,False,False,,True,5,,False,False,False,Hybrid,14,,0.853,None,0.0,PayPal,False,,True,2.19,False,False,False,,Control,v3.1
13397,134,339,151,2,3,42.6,49.44,0.78,3,4,4K,False,German,8,False,False,False,,True,2,,True,False,False,Collaborative Filtering,7,,0.762,None,0.0,Credit Card,False,,True,1.96,False,False,False,,Control,v4.0
13398,234,136,23,4,2,11.06,11.15,0.85,7,4,720p,True,Original,5,True,False,False,,False,0,,True,True,True,Collaborative Filtering,6,24.4,0.723,Cancellation,19.99,Credit Card,False,Price,True,0.4,True,False,False,,Variant_A,v3.2
13399,128,163,88,4,2,54.68,63.69,0.61,8,3,1080p,True,English,9,False,False,False,,False,0,,True,True,False,Hybrid,12,41.1,0.568,Signup,7.99,Debit Card,True,,True,1.45,True,False,False,,Variant_A,v4.0
13400,104,255,157,1,3,30.45,38.53,0.89,7,2,1080p,False,Original,5,False,False,False,,True,1,,True,False,False,Collaborative Filtering,2,,0.445,None,0.0,PayPal,False,,True,0.98,True,False,False,,Variant_B,v4.0
13401,254,230,159,3,2,221.86,260.2,0.95,1,3,1080p,False,English,7,False,False,False,,False,0,,True,True,True,Collaborative Filtering,1,34.0,0.871,None,0.0,Credit Card,False,,True,0.88,False,False,False,,Variant_B,v3.3
13402,95,361,82,3,2,13.37,15.72,0.45,8,3,720p,True,English,9,False,False,False,,True,5,,True,False,False,Trending,18,,0.423,Renewal,0.0,PayPal,False,,False,2.01,False,False,False,,Variant_B,v4.0
13403,337,67,115,4,1,116.34,146.9,0.66,7,0,720p,True,English,8,True,False,False,,False,0,,False,False,False,Hybrid,5,,0.435,Signup,0.0,Debit Card,True,,True,1.25,False,False,False,,Control,v4.0
13404,217,231,51,3,2,20.88,20.01,0.79,7,1,4K,True,English,2,False,False,False,,False,0,,True,False,False,Trending,7,,0.577,Signup,0.0,Credit Card,False,,False,2.14,True,True,False,,Control,v3.2
13405,61,122,170,4,3,10.11,11.07,0.61,8,0,480p,True,Original,1,False,False,False,,False,0,,True,True,False,Collaborative Filtering,15,92.3,0.744,Signup,0.0,Credit Card,False,,True,1.07,True,False,False,,Control,v4.0
13406,480,302,18,1,3,129.6,136.65,0.37,2,1,720p,False,English,4,False,False,False,,False,0,Thumbs Down,False,False,False,Hybrid,6,,0.995,Renewal,13.99,Apple Pay,False,,True,1.41,False,False,False,,Variant_B,v3.2
13407,268,159,108,3,3,33.85,39.43,0.92,3,3,1080p,True,Hindi,1,False,False,False,,False,0,,True,False,False,Trending,2,,0.454,None,0.0,PayPal,False,,True,0.87,False,False,False,,Control,v4.0
13408,241,329,177,3,3,51.75,65.81,0.62,0,1,1080p,True,Spanish,8,False,False,False,,False,0,,True,False,False,Editorial,17,,0.684,Renewal,0.0,Apple Pay,False,,False,1.06,False,False,False,,Control,v3.3
13409,13,219,171,4,1,51.23,58.5,0.42,0,2,4K,False,English,7,False,False,False,,False,0,Thumbs Up,False,False,False,Collaborative Filtering,13,,0.761,None,0.0,Debit Card,False,,True,1.74,False,False,False,,Control,v3.2
13410,147,224,185,3,3,243.23,238.48,0.7,7,2,1080p,False,Spanish,9,False,False,False,,False,0,,True,False,False,Hybrid,13,,0.894,None,0.0,Credit Card,False,,True,0.78,False,False,False,,Control,v4.0
13411,428,294,43,3,2,206.81,233.61,0.7,7,3,720p,False,Hindi,9,False,False,False,,True,4,,True,True,True,Trending,14,31.5,0.814,Upgrade,7.99,Credit Card,False,,True,2.49,True,False,False,,Variant_A,v3.2
13412,240,278,39,2,3,41.15,41.75,0.44,2,4,1080p,True,Spanish,5,False,False,False,,True,3,,True,False,False,Collaborative Filtering,8,,0.885,None,0.0,Debit Card,False,,False,2.06,True,False,False,,Variant_A,v4.0
13413,89,36,144,1,2,20.49,21.93,0.79,5,2,1080p,False,Original,4,False,False,False,,False,0,,True,False,False,Trending,15,,0.713,Upgrade,0.0,Credit Card,False,,True,0.39,False,False,False,,Control,v3.3
13414,95,351,200,4,2,20.07,25.12,0.91,8,3,1080p,False,English,3,False,False,False,,False,0,,True,False,False,Hybrid,11,,0.66,None,0.0,Credit Card,False,,True,0.65,True,False,False,,Control,v4.0
13415,315,315,22,3,2,18.64,23.84,0.85,4,0,1080p,True,English,4,False,False,False,,False,0,,True,False,False,Content-Based,13,,0.771,None,0.0,Credit Card,False,,True,1.71,False,False,False,,Variant_A,v3.3
13416,293,119,171,3,3,293.37,352.3,0.64,0,4,1080p,True,German,4,False,False,False,,False,0,Thumbs Up,False,False,False,Content-Based,20,,0.941,Downgrade,19.99,Credit Card,False,,True,0.52,False,False,False,,Variant_B,v3.2
13417,25,156,190,4,3,71.53,75.18,0.8,0,2,4K,False,English,5,True,False,False,,True,3,,True,False,False,Collaborative Filtering,1,,0.731,None,0.0,Credit Card,False,,True,0.12,False,False,False,,Variant_A,v3.3
13418,272,362,134,3,3,269.92,270.61,0.63,0,3,720p,False,Hindi,9,False,False,False,,False,0,,True,False,False,Content-Based,2,,0.763,None,0.0,Credit Card,False,,True,1.66,False,False,False,,Control,v3.1
13419,166,175,37,1,2,56.82,51.9,0.77,6,3,480p,True,Spanish,9,False,False,False,,True,5,Thumbs Down,True,False,False,Collaborative Filtering,11,,0.603,Signup,19.99,PayPal,False,,True,0.66,False,False,False,,Variant_A,v3.1
13420,427,230,104,1,3,130.12,146.04,0.83,2,0,720p,False,German,9,False,False,False,,False,0,,True,False,False,Collaborative Filtering,14,,0.758,None,0.0,Credit Card,False,,True,0.52,True,False,False,,Control,v3.1
13421,497,169,28,3,3,7.42,8.69,0.64,5,0,1080p,False,Hindi,6,False,False,False,,True,3,,True,False,False,Content-Based,5,,0.777,Cancellation,19.99,Debit Card,False,No Time,True,1.73,True,False,False,,Variant_B,v4.0
13422,250,287,185,4,1,68.18,79.69,0.31,0,4,720p,False,English,7,False,True,True,3.3,False,0,Thumbs Down,True,True,True,Collaborative Filtering,7,25.1,0.852,Cancellation,0.0,Credit Card,False,Technical,True,1.08,False,False,False,,Variant_B,v3.3
13423,87,101,87,4,2,23.78,28.01,0.39,4,2,4K,False,German,6,True,False,False,,False,0,,False,False,False,Content-Based,16,,0.743,Renewal,13.99,Credit Card,False,,True,2.36,True,True,False,,Variant_B,v4.0
13424,142,14,45,1,2,250.01,281.38,0.75,6,3,1080p,False,English,7,False,False,False,,False,0,Thumbs Down,True,True,True,Collaborative Filtering,11,59.8,0.519,None,0.0,Credit Card,False,,True,0.74,False,False,False,,Control,v3.2
13425,134,301,172,4,3,37.9,45.26,0.7,6,4,4K,False,Original,1,False,False,False,,False,0,,False,False,False,Editorial,15,,0.749,None,0.0,Credit Card,False,,True,0.69,False,False,False,,Variant_A,v3.3
13426,473,119,82,1,2,24.1,30.03,0.6,6,4,240p,True,Hindi,5,False,False,False,,False,0,,True,True,False,Collaborative Filtering,4,98.7,0.579,Renewal,0.0,Credit Card,False,,True,1.45,True,True,True,Network Error,Variant_A,v3.3
13427,279,282,130,1,2,196.65,231.77,0.41,0,0,720p,True,German,8,False,False,False,,False,0,,False,False,False,Content-Based,10,,0.452,None,0.0,Credit Card,False,,True,1.28,False,False,False,,Control,v3.1
13428,126,267,94,4,1,18.5,22.84,0.49,5,3,480p,False,English,2,True,False,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.895,None,0.0,PayPal,False,,True,0.33,True,False,False,,Variant_B,v3.3
13429,316,225,16,4,3,8.09,8.45,0.54,0,1,1080p,True,English,1,False,False,False,,True,4,,True,True,True,Content-Based,7,86.4,0.44,None,0.0,PayPal,False,,False,1.56,True,True,False,,Variant_A,v3.3
13430,491,290,100,2,2,205.79,211.11,0.61,6,0,1080p,False,German,4,False,False,True,3.8,False,0,,True,True,False,Trending,12,85.4,0.779,Downgrade,13.99,Debit Card,False,,True,1.88,True,False,False,,Variant_A,v3.3
13431,396,362,110,4,3,260.11,262.27,0.99,8,3,1080p,True,English,7,False,False,True,1.3,False,0,Thumbs Up,True,False,False,Collaborative Filtering,11,,0.993,None,0.0,Credit Card,False,,False,0.57,False,False,False,,Control,v4.0
13432,141,17,40,1,1,85.86,79.86,0.5,0,4,1080p,False,English,1,False,False,False,,True,4,,True,False,False,Editorial,11,,0.453,None,0.0,Debit Card,False,,True,0.71,False,False,False,,Control,v3.2
13433,356,324,97,4,3,19.22,23.08,0.44,2,4,720p,True,English,2,True,False,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.532,None,0.0,Credit Card,False,,False,0.26,True,False,False,,Control,v3.2
13434,103,205,19,4,1,58.37,53.81,0.79,5,2,720p,True,French,2,False,False,False,,True,4,,True,False,False,Editorial,1,,0.856,Renewal,19.99,Debit Card,False,,False,0.55,True,False,False,,Variant_B,v3.2
13435,226,332,164,3,1,20.68,23.95,0.31,5,1,1080p,False,French,3,False,False,False,,False,0,,False,False,False,Collaborative Filtering,15,,0.458,Renewal,7.99,Credit Card,False,,True,1.02,True,False,False,,Variant_B,v4.0
13436,390,53,143,4,3,197.98,252.4,0.72,2,0,1080p,True,German,5,True,False,False,,False,0,,True,False,False,Trending,20,,0.9,None,0.0,Credit Card,False,,True,1.71,False,False,False,,Control,v4.0
13437,63,248,105,3,3,19.83,21.48,0.65,8,2,1080p,True,German,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,18,,0.4,None,0.0,Credit Card,False,,True,1.32,True,False,False,,Control,v3.3
13438,294,156,38,2,2,27.55,26.46,0.75,8,2,1080p,False,English,8,True,False,False,,True,4,,True,False,False,Collaborative Filtering,4,,0.934,Signup,0.0,Credit Card,False,,True,0.55,True,True,False,,Variant_B,v3.3
13439,384,77,58,2,3,16.29,17.46,0.33,7,1,720p,False,Original,4,False,False,False,,True,3,,False,False,False,Collaborative Filtering,19,,0.44,Signup,7.99,PayPal,False,,True,0.37,False,False,False,,Control,v3.3
13440,306,242,70,3,1,23.01,29.45,0.99,3,0,480p,True,Original,5,True,False,False,,False,0,,True,True,True,Hybrid,5,43.9,0.953,None,0.0,Credit Card,False,,True,1.29,False,False,False,,Variant_B,v3.2
13441,254,22,132,2,1,260.83,287.33,0.98,7,0,4K,False,English,2,False,False,False,,True,2,,True,True,False,Collaborative Filtering,14,80.1,0.919,Renewal,7.99,Debit Card,False,,True,2.39,True,False,False,,Control,v3.3
13442,180,174,92,1,2,227.91,262.08,0.6,8,4,1080p,False,English,2,True,False,False,,False,0,,True,True,True,Collaborative Filtering,13,59.6,0.724,None,0.0,Apple Pay,False,,False,0.86,True,True,False,,Variant_B,v4.0
13443,40,319,120,1,1,14.42,16.75,0.97,4,0,1080p,True,English,6,False,False,False,,True,1,,True,False,False,Collaborative Filtering,19,,0.867,None,0.0,Credit Card,False,,False,0.48,False,False,False,,Control,v4.0
13444,264,104,181,4,3,113.89,123.0,0.88,0,2,720p,False,English,3,False,False,False,,False,0,,True,True,False,Editorial,19,48.2,0.445,Upgrade,7.99,Credit Card,False,,True,2.09,True,False,False,,Variant_A,v4.0
13445,189,203,66,2,2,18.21,20.84,0.52,7,4,720p,False,Spanish,8,False,False,False,,True,2,,True,True,True,Editorial,16,91.2,0.481,Downgrade,0.0,Debit Card,False,,True,0.79,True,False,False,,Variant_A,v4.0
13446,8,188,41,4,1,32.53,33.4,0.72,0,0,720p,True,French,9,False,True,False,,True,5,,True,False,False,Editorial,19,,0.622,Renewal,0.0,Credit Card,False,,True,0.36,False,False,False,,Control,v3.3
13447,104,243,120,2,1,12.06,13.05,0.76,4,1,1080p,False,English,7,False,False,False,,False,0,Thumbs Down,True,True,True,Editorial,1,76.6,0.722,None,0.0,PayPal,False,,True,2.48,True,False,False,,Variant_B,v3.3
13448,225,133,184,2,2,44.76,41.22,0.9,1,2,1080p,False,Original,9,False,False,False,,True,5,,True,True,True,Trending,10,37.7,0.921,Signup,0.0,Gift Card,False,,True,0.61,True,False,False,,Variant_A,v4.0
13449,34,31,168,2,2,44.8,57.65,0.59,0,3,1080p,False,English,6,False,False,False,,False,0,,True,False,False,Editorial,2,,0.726,None,0.0,Credit Card,False,,True,0.93,False,False,False,,Variant_A,v4.0
13450,236,313,197,2,2,112.45,113.74,0.75,2,1,4K,False,Original,7,True,False,False,,False,0,Thumbs Up,True,False,False,Hybrid,15,,0.799,Renewal,13.99,Credit Card,False,,True,0.56,True,True,False,,Control,v3.3
13451,463,20,16,4,3,58.17,57.3,0.88,4,1,1080p,False,Hindi,7,False,False,True,3.0,False,0,Thumbs Down,True,True,False,Collaborative Filtering,19,105.1,0.808,Upgrade,0.0,PayPal,False,,False,2.38,True,False,False,,Control,v4.0
13452,228,364,70,4,2,49.97,61.83,0.51,1,0,1080p,True,English,9,False,False,False,,False,0,,True,False,False,Content-Based,4,,0.927,Cancellation,0.0,Credit Card,False,Found Alternative,False,1.73,True,True,False,,Control,v3.2
13453,188,287,155,4,1,63.19,67.77,0.76,6,4,4K,False,German,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,4,,0.866,None,0.0,Debit Card,False,,True,1.87,False,False,False,,Variant_A,v3.3
13454,313,285,84,1,1,26.59,26.76,0.64,1,4,1080p,True,English,2,True,False,False,,False,0,,True,False,False,Editorial,12,,0.986,None,0.0,Debit Card,False,,True,0.35,True,True,False,,Variant_A,v4.0
13455,483,323,113,2,1,199.83,233.86,0.49,7,2,1080p,True,English,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,19,,0.412,Signup,19.99,Apple Pay,True,,True,1.71,False,False,False,,Control,v4.0
13456,430,233,180,3,2,284.1,323.61,0.8,7,0,4K,True,Spanish,4,False,False,False,,False,0,,True,False,False,Collaborative Filtering,9,,0.525,None,0.0,Credit Card,False,,False,1.35,False,False,False,,Variant_B,v3.3
13457,22,19,162,4,1,22.48,29.21,0.79,2,4,240p,False,French,3,False,False,True,1.3,True,3,,True,False,False,Trending,16,,0.958,Upgrade,19.99,PayPal,False,,True,1.25,True,False,False,,Variant_B,v3.3
13458,343,101,116,3,1,13.67,17.37,0.31,3,3,720p,False,Spanish,3,False,True,False,,True,4,,True,False,False,Collaborative Filtering,15,,0.875,Renewal,0.0,Debit Card,False,,True,1.32,True,False,False,,Control,v3.2
13459,40,272,6,3,2,58.2,58.4,0.81,7,0,1080p,False,German,8,True,False,False,,False,0,,True,False,False,Hybrid,9,,0.56,Renewal,13.99,Credit Card,False,,True,1.61,False,False,False,,Variant_B,v3.3
13460,173,140,40,1,3,89.83,89.72,0.4,7,0,240p,False,English,3,False,False,False,,True,3,,True,True,False,Content-Based,19,86.0,0.985,Renewal,19.99,PayPal,False,,True,0.3,True,False,False,,Control,v4.0
13461,439,74,166,1,2,23.05,29.38,0.56,3,4,4K,True,Spanish,5,False,False,False,,True,2,,True,False,False,Hybrid,18,,0.922,None,0.0,Credit Card,False,,False,1.51,True,True,False,,Control,v3.3
13462,179,101,152,2,1,29.5,33.0,0.9,0,1,1080p,True,Hindi,8,False,False,True,2.5,True,4,,True,True,False,Collaborative Filtering,7,71.7,0.439,None,0.0,Credit Card,False,,False,1.27,False,False,False,,Variant_A,v3.1
13463,86,351,30,2,1,74.69,75.3,0.58,0,0,720p,True,English,7,True,False,False,,False,0,,False,False,False,Trending,16,,0.887,None,0.0,Debit Card,False,,True,0.99,True,True,False,,Variant_A,v3.2
13464,133,79,199,2,3,101.6,91.55,0.63,5,1,720p,False,English,5,True,False,False,,True,2,,True,False,False,Trending,15,,0.871,Signup,13.99,Debit Card,False,,False,1.42,True,False,False,,Control,v3.3
13465,351,150,9,2,3,79.53,72.83,0.75,3,2,480p,False,English,5,False,False,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.533,None,0.0,PayPal,False,,True,0.97,True,True,False,,Variant_B,v4.0
13466,13,192,126,2,2,46.89,53.98,0.44,3,2,1080p,False,Hindi,2,False,False,True,3.0,False,0,,True,False,False,Content-Based,6,,0.802,None,0.0,Debit Card,False,,True,0.43,True,True,False,,Control,v3.1
13467,28,174,149,2,1,174.94,171.5,0.56,0,4,1080p,False,English,1,False,True,False,,True,5,,True,False,False,Editorial,3,,0.982,Signup,0.0,Apple Pay,False,,False,0.26,False,False,False,,Control,v3.3
13468,84,40,122,1,3,37.6,39.02,0.98,1,2,1080p,False,English,9,False,False,False,,True,2,Thumbs Up,True,False,False,Content-Based,14,,0.806,None,0.0,Debit Card,False,,False,0.39,True,False,False,,Control,v4.0
13469,481,253,40,3,3,51.84,63.28,0.82,2,4,1080p,True,German,6,False,False,False,,True,1,,False,False,False,Collaborative Filtering,6,,0.888,Renewal,13.99,Credit Card,False,,False,1.67,True,False,False,,Variant_A,v3.3
13470,464,335,131,1,3,143.46,177.2,0.64,5,4,1080p,False,Spanish,5,False,False,False,,True,3,,True,True,False,Hybrid,17,88.1,0.46,Renewal,0.0,Debit Card,False,,False,1.9,True,True,False,,Control,v3.3
13471,318,199,71,3,3,128.9,135.26,0.56,1,1,720p,False,English,2,False,False,False,,False,0,,True,True,False,Hybrid,19,15.1,0.836,None,0.0,Debit Card,False,,True,1.71,True,False,False,,Variant_A,v3.3
13472,349,67,6,2,3,230.34,279.76,0.9,8,1,720p,False,Original,1,False,False,False,,True,3,,True,False,False,Collaborative Filtering,18,,0.523,None,0.0,Debit Card,False,,True,0.12,False,False,False,,Variant_A,v3.1
13473,343,60,162,2,3,27.7,26.91,0.53,6,2,1080p,True,English,4,False,False,False,,True,3,,False,False,False,Content-Based,20,,0.443,None,0.0,PayPal,False,,True,1.37,False,False,False,,Variant_B,v3.2
13474,280,114,66,2,3,40.25,43.18,0.79,4,1,1080p,False,English,2,False,False,True,3.4,False,0,,True,False,False,Content-Based,16,,0.731,Renewal,0.0,PayPal,False,,True,0.13,True,False,False,,Variant_B,v3.2
13475,354,53,160,4,2,75.03,88.45,0.93,7,0,480p,True,English,9,False,False,False,,False,0,Thumbs Up,True,False,False,Editorial,3,,0.85,None,0.0,Debit Card,False,,True,0.25,False,False,False,,Variant_B,v3.2
13476,263,260,81,1,1,24.89,28.27,0.92,0,3,1080p,True,English,6,False,True,False,,False,0,,True,False,False,Hybrid,6,,0.728,None,0.0,Credit Card,False,,True,0.27,True,False,False,,Variant_A,v3.1
13477,166,211,182,3,1,47.78,57.47,0.45,4,0,720p,False,English,2,False,False,False,,False,0,,True,True,False,Content-Based,17,95.8,0.959,Cancellation,0.0,Credit Card,False,Price,True,0.35,False,False,False,,Control,v3.3
13478,293,97,51,1,1,68.95,85.05,0.71,8,0,240p,False,English,7,False,False,False,,True,1,,True,True,False,Collaborative Filtering,20,104.6,0.817,None,0.0,Credit Card,False,,True,0.19,True,False,False,,Control,v4.0
13479,68,124,9,1,3,5.56,6.72,0.48,5,4,4K,True,English,2,False,False,False,,False,0,,True,False,False,Content-Based,5,,0.471,None,0.0,Debit Card,False,,True,0.25,True,True,False,,Variant_B,v3.3
13480,226,99,46,1,3,21.6,27.57,0.97,5,3,1080p,False,Original,9,False,False,False,,True,2,,True,False,False,Hybrid,16,,0.961,None,0.0,Credit Card,False,,True,1.84,False,False,False,,Variant_B,v4.0
13481,170,171,156,3,2,57.5,56.82,0.5,0,4,720p,False,English,8,False,False,False,,False,0,,True,True,False,Collaborative Filtering,17,75.3,0.492,None,0.0,Credit Card,False,,True,1.28,False,False,False,,Control,v4.0
13482,86,124,72,4,2,263.58,339.39,0.31,2,1,720p,False,German,9,False,False,False,,True,2,,True,False,False,Collaborative Filtering,16,,0.855,None,0.0,Debit Card,False,,True,2.39,False,False,False,,Variant_B,v3.3
13483,133,50,89,1,1,151.56,180.37,0.65,3,1,1080p,True,English,1,False,False,False,,False,0,,True,False,False,Trending,9,,0.489,Upgrade,0.0,Credit Card,False,,False,1.45,True,True,True,Auth Error,Control,v3.2
13484,448,231,139,1,1,2.86,3.11,0.46,1,3,720p,False,Original,9,False,False,False,,False,0,,False,False,False,Editorial,7,,0.999,None,0.0,Credit Card,False,,True,2.43,False,False,False,,Variant_B,v3.3
13485,178,132,180,3,1,233.65,229.76,0.41,3,2,1080p,True,Spanish,9,False,False,False,,False,0,,True,False,False,Collaborative Filtering,5,,0.599,None,0.0,Credit Card,False,,False,0.82,True,False,False,,Variant_B,v3.1
13486,490,139,171,1,1,31.76,32.93,0.54,7,1,240p,False,English,2,False,False,False,,True,2,,True,False,False,Collaborative Filtering,9,,0.698,None,0.0,Debit Card,False,,True,1.14,True,False,False,,Variant_B,v3.3
13487,343,181,34,4,2,8.0,8.79,0.62,4,0,1080p,False,English,2,False,False,False,,False,0,,True,False,False,Content-Based,10,,0.68,Renewal,19.99,Credit Card,False,,True,1.63,False,False,False,,Control,v4.0
13488,252,318,105,1,3,66.57,63.67,0.31,4,3,4K,False,English,3,False,False,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.461,Upgrade,19.99,Debit Card,False,,True,1.59,True,False,False,,Variant_A,v4.0
13489,15,186,127,4,3,275.34,290.69,0.35,7,3,1080p,False,English,5,False,False,False,,False,0,,True,True,False,Trending,7,107.0,0.696,None,0.0,Apple Pay,False,,True,0.11,False,False,False,,Control,v3.1
13490,223,244,25,1,2,269.91,295.15,0.41,1,1,720p,False,English,9,False,False,False,,True,3,,True,True,True,Content-Based,5,78.9,0.49,Signup,13.99,Gift Card,False,,True,1.3,True,False,False,,Control,v3.3
13491,379,172,2,1,1,85.59,83.35,0.58,5,1,720p,False,French,6,True,False,False,,False,0,,True,False,False,Hybrid,6,,0.881,Cancellation,19.99,Credit Card,False,No Time,True,1.16,True,True,False,,Control,v3.3
13492,201,162,115,2,3,73.41,68.19,0.83,6,4,240p,False,Hindi,2,False,False,False,,False,0,,True,True,False,Content-Based,6,44.2,0.975,Renewal,7.99,Credit Card,False,,True,0.61,True,False,False,,Control,v3.3
13493,107,300,183,2,3,30.3,37.6,0.78,5,4,4K,False,French,9,True,False,True,4.6,True,5,,True,False,False,Editorial,15,,0.885,None,0.0,Credit Card,False,,True,1.86,True,True,False,,Control,v3.3
13494,250,254,187,2,2,79.78,71.96,0.56,0,0,4K,False,Original,5,False,False,True,3.3,False,0,,True,True,False,Hybrid,8,1.6,0.659,Downgrade,0.0,Credit Card,False,,False,1.98,False,False,False,,Control,v3.3
13495,437,151,168,2,1,40.0,44.84,0.83,3,3,480p,True,English,8,False,False,False,,True,1,,True,False,False,Content-Based,1,,0.401,Upgrade,19.99,Debit Card,False,,True,1.57,True,True,False,,Variant_B,v3.3
13496,409,77,111,1,1,44.51,46.14,0.7,7,2,4K,False,English,2,False,False,False,,True,2,,True,True,False,Collaborative Filtering,10,1.3,0.422,Renewal,0.0,Credit Card,False,,True,1.09,False,False,False,,Variant_B,v3.2
13497,89,319,74,3,3,24.59,28.62,0.89,1,2,720p,True,English,9,False,False,False,,True,1,,True,False,False,Content-Based,3,,0.697,None,0.0,Apple Pay,False,,True,0.93,True,True,False,,Control,v4.0
13498,125,301,51,1,1,43.88,54.63,0.52,5,3,720p,False,English,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,16,,0.808,None,0.0,PayPal,False,,True,0.45,False,False,False,,Control,v3.3
13499,113,262,19,3,2,44.37,46.13,0.98,0,0,1080p,False,French,2,False,False,False,,True,1,,True,False,False,Collaborative Filtering,1,,0.892,Renewal,7.99,Credit Card,False,,True,1.63,True,False,False,,Variant_B,v4.0
13500,469,171,27,4,2,39.81,45.18,0.75,0,4,1080p,False,English,7,False,False,False,,False,0,,True,False,False,Editorial,16,,0.76,Signup,7.99,Gift Card,True,,True,1.95,False,False,False,,Control,v4.0
13501,137,212,92,3,1,140.97,147.59,0.61,7,4,480p,True,Spanish,6,False,False,False,,False,0,,True,False,False,Collaborative Filtering,14,,0.987,Renewal,19.99,Credit Card,False,,True,0.41,True,False,True,Auth Error,Variant_B,v4.0
13502,247,344,10,4,3,42.26,40.43,0.37,4,4,720p,False,French,4,False,False,False,,False,0,Thumbs Down,True,False,False,Trending,5,,0.696,None,0.0,Debit Card,False,,True,1.01,False,False,False,,Variant_B,v3.1
13503,496,234,84,2,2,30.92,31.6,0.84,8,2,720p,False,English,7,True,False,False,,False,0,Thumbs Up,True,False,False,Collaborative Filtering,16,,0.76,None,0.0,Gift Card,False,,True,1.12,True,False,False,,Variant_B,v3.3
13504,166,56,24,4,1,5.13,5.32,0.41,8,2,1080p,True,English,2,False,True,False,,False,0,,False,False,False,Collaborative Filtering,11,,0.538,Downgrade,0.0,Apple Pay,False,,True,1.82,False,False,False,,Control,v3.3
13505,150,109,197,1,1,56.7,59.84,0.97,3,0,720p,False,Spanish,7,False,False,False,,True,5,,True,True,False,Content-Based,18,89.4,0.604,Signup,19.99,Credit Card,True,,True,0.32,True,False,False,,Control,v4.0
13506,363,256,190,3,3,58.4,53.02,0.6,8,2,1080p,False,English,6,False,False,False,,False,0,,True,False,False,Collaborative Filtering,7,,0.81,None,0.0,Credit Card,False,,False,0.71,True,True,False,,Control,v3.2
13507,343,204,37,2,3,9.34,10.57,0.4,2,1,720p,False,Spanish,2,False,False,False,,True,3,,True,True,True,Collaborative Filtering,8,106.8,0.761,None,0.0,Credit Card,False,,True,1.65,True,False,False,,Variant_A,v4.0
13508,433,74,130,4,1,58.02,70.42,0.76,6,2,720p,False,English,5,True,False,True,4.0,True,5,,False,False,False,Trending,17,,0.622,None,0.0,Credit Card,False,,True,2.41,False,False,False,,Control,v3.1
13509,68,343,167,4,1,17.01,21.12,0.64,8,4,1080p,True,English,3,True,False,False,,True,5,,True,True,False,Hybrid,14,16.0,0.467,None,0.0,Credit Card,False,,False,1.91,True,False,False,,Control,v3.1
13510,221,129,148,4,3,76.51,95.65,0.6,2,0,1080p,True,Spanish,9,False,False,False,,False,0,,True,False,False,Trending,17,,0.606,None,0.0,Credit Card,False,,True,1.85,True,False,False,,Control,v3.3
13511,271,67,65,1,1,67.94,70.21,0.44,0,3,480p,False,English,2,False,False,False,,False,0,,True,False,False,Content-Based,12,,0.426,Renewal,19.99,Credit Card,False,,True,0.65,True,False,False,,Variant_A,v3.3
13512,321,357,34,4,1,192.61,211.19,0.69,1,3,1080p,False,English,5,False,False,False,,False,0,,True,False,False,Collaborative Filtering,18,,0.748,None,0.0,Credit Card,False,,True,0.88,True,True,False,,Variant_A,v3.1
13513,310,146,178,4,1,6.49,7.24,0.86,2,0,480p,False,English,7,False,False,False,,True,4,,True,True,False,Collaborative Filtering,1,66.8,0.594,None,0.0,PayPal,False,,False,0.78,False,False,False,,Variant_B,v3.3
13514,414,227,37,1,2,226.98,241.26,0.98,0,1,4K,True,English,8,False,False,False,,False,0,,False,False,False,Collaborative Filtering,7,,0.628,Renewal,0.0,Debit Card,False,,False,1.89,True,False,False,,Control,v3.3
13515,349,97,114,3,2,155.17,177.25,0.34,2,3,720p,False,English,8,True,False,False,,False,0,,True,False,False,Trending,6,,0.745,Downgrade,13.99,Credit Card,False,,True,0.17,False,False,False,,Control,v3.3
13516,20,286,102,3,3,113.11,133.37,0.97,1,4,720p,False,English,5,False,False,True,4.2,False,0,,False,False,False,Collaborative Filtering,15,,0.749,Renewal,19.99,Credit Card,False,,False,1.1,True,True,False,,Control,v3.2
