activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version,engagement_score,high_engagement,buffering_level,recommendation_success,watch_efficiency,revenue_segment
11640,450,262,168,1,3,4.49,5.51,0.57,0,1,1080p,True,English,6,False,False,False,0,True,2,"Thumbs Up",True,True,False,"Collaborative Filtering",10,71.8,0.79,,0,PayPal,False,,True,1.21,True,False,False,,Variant_B,v4.0,20.295999999999996,0,Low,0,0.8148820326678766,Medium
11641,390,268,178,3,3,287.23,305.21,0.93,6,4,1080p,False,English,3,False,False,False,0,True,5,,True,True,True,Trending,2,86.5,0.887,,0,"Debit Card",False,,True,1.52,True,False,False,,Control,v3.2,143.892,1,High,1,0.9410897414894664,High
11642,31,319,187,2,1,272.03,292.96,0.99,0,1,4K,False,French,9,False,False,False,0,True,4,,True,False,False,Hybrid,4,,0.945,Renewal,19.99,"Credit Card",False,,True,2.38,True,False,False,,Variant_A,v4.0,140.71200000000002,1,Low,0,0.9285567995630802,Premium
11643,138,41,6,2,1,33.71,40.92,0.78,4,1,720p,False,English,9,False,False,False,0,True,2,,True,False,False,Hybrid,8,,0.704,Renewal,7.99,"Debit Card",False,,True,1.9,True,False,True,"Payment Error",Control,v4.0,38.884,0,Low,0,0.823802541544477,High
11644,492,179,183,3,3,236.99,244.31,0.36,5,4,1080p,False,French,7,False,False,False,0,True,5,,True,False,False,"Collaborative Filtering",14,,0.541,,0,"Debit Card",False,,True,1.32,True,False,False,,Variant_A,v3.3,107.49600000000001,1,High,0,0.9700380663910606,High
11645,21,260,154,2,1,17.82,16.7,0.77,8,1,720p,False,English,4,True,False,False,0,False,0,,True,False,False,Content-Based,13,,0.816,,0,"Credit Card",False,,False,1.12,False,False,False,,Control,v3.3,31.028,0,Low,0,1.067065868263473,Medium
11646,234,310,153,1,1,59.06,69.53,0.71,2,4,720p,False,Spanish,5,False,False,False,0,True,4,,True,False,False,Content-Based,16,,0.738,,0,PayPal,False,,True,1.89,False,False,False,,Variant_B,v4.0,46.324000000000005,1,High,0,0.8494175176182943,High
11647,202,246,83,2,3,293.4,319.73,0.38,7,3,720p,True,English,5,True,False,True,2,False,0,,False,False,False,Trending,7,,0.864,,0,PayPal,False,,False,0.87,False,False,False,,Variant_A,v3.3,129.76,1,Medium,0,0.9176492665686672,Medium
11648,279,143,195,4,2,149.71,184.13,0.83,8,2,1080p,False,French,7,False,False,False,0,False,0,,True,True,False,Content-Based,10,12.2,0.707,,0,"Credit Card",False,,True,1.9,True,False,False,,Variant_B,v3.3,86.18400000000001,1,Medium,0,0.813066854939445,High
11649,131,110,55,2,3,283.8,289.74,0.87,1,1,1080p,False,Original,4,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",11,,0.887,,0,"Credit Card",False,,False,0.27,True,False,False,,Control,v3.3,140.42000000000002,1,Low,0,0.979498861047836,Low
11650,416,87,106,1,2,34.65,39.63,0.42,4,4,720p,False,Spanish,8,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",11,23.7,0.941,,0,"Debit Card",False,,True,1.34,True,True,False,,Control,v3.3,28.060000000000002,0,High,1,0.874337623012869,High
11651,148,147,187,3,3,2.79,2.7,0.68,7,0,720p,True,English,3,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",6,,0.85,,0,"Debit Card",False,,True,0.53,True,True,False,,Control,v3.3,22.116,0,Low,0,1.0333333333333332,Low
11652,458,205,160,1,1,6.41,6.76,0.85,0,1,240p,True,Spanish,2,False,False,False,0,False,0,,True,False,False,Trending,12,,0.846,Renewal,19.99,"Credit Card",False,,True,1.86,False,False,False,,Variant_A,v3.3,28.464,0,Low,0,0.9482248520710059,High
11653,29,16,93,3,2,189.62,204.48,0.69,5,1,1080p,False,German,9,False,False,False,0,True,4,,True,True,False,Hybrid,10,22.0,0.752,Downgrade,13.99,PayPal,False,,True,2.43,True,False,False,,Control,v4.0,98.748,1,Low,0,0.9273278560250392,Premium
11654,361,146,25,2,2,13.14,12.29,0.57,6,4,1080p,False,Original,1,False,False,False,0,True,5,,False,False,False,"Collaborative Filtering",9,,0.683,,0,PayPal,False,,True,1.67,True,False,False,,Variant_A,v3.1,23.055999999999997,0,High,0,1.0691619202603744,High
11655,308,230,32,3,2,136.85,174.2,0.72,4,0,720p,True,Hindi,5,False,False,False,0,False,0,,False,False,False,Trending,6,,0.984,,0,"Apple Pay",False,,True,1.84,True,False,False,,Control,v4.0,77.34,1,Low,0,0.7855912743972445,High
11656,371,356,40,3,1,64.99,65.18,0.98,7,0,720p,False,English,5,False,False,True,3.9,True,1,,True,False,False,Content-Based,9,,0.787,,0,"Credit Card",False,,True,0.49,False,False,False,,Control,v3.3,56.496,1,Low,0,0.997084995397361,Low
11657,430,298,107,3,3,258.91,317.47,0.85,1,3,720p,True,English,7,True,False,True,2.2,False,0,"Thumbs Up",True,False,False,Content-Based,3,,0.904,Signup,13.99,"Credit Card",False,,False,1.42,True,False,False,,Control,v3.3,130.46400000000003,1,Medium,0,0.8155416259804076,High
11658,162,268,160,3,3,14.89,14.69,0.71,7,1,1080p,False,German,3,False,False,False,0,True,5,,True,False,False,Editorial,7,,0.703,,0,"Credit Card",False,,True,1.97,True,False,False,,Control,v3.3,28.356,0,Low,0,1.0136147038801906,Premium
11659,357,292,35,3,1,15.39,18.73,0.56,2,2,720p,False,Hindi,6,False,False,False,0,True,2,,False,False,False,Content-Based,3,,0.733,,0,"Credit Card",False,,False,2.16,True,False,False,,Variant_A,v3.3,24.356,0,Medium,0,0.8216764548852109,Premium
11660,340,306,6,4,1,57.26,65.66,0.98,1,1,480p,False,English,6,True,False,False,0,True,2,,True,False,False,Trending,20,,0.798,Cancellation,0,"Gift Card",False,Technical,False,2.44,False,False,False,,Control,v4.0,53.70400000000001,1,Low,0,0.8720682302771855,Premium
11661,61,100,22,4,2,9.69,10.02,0.64,2,2,1080p,True,Hindi,6,False,False,False,0,True,4,,True,True,True,"Collaborative Filtering",8,115.9,0.837,Renewal,19.99,"Apple Pay",False,,False,1.89,True,False,False,,Control,v3.1,24.676,0,Medium,1,0.9670658682634731,High
11662,125,74,82,3,2,27.18,25.46,0.82,6,2,720p,True,English,7,False,False,False,0,True,4,,True,False,False,Editorial,8,,0.669,Upgrade,7.99,PayPal,False,,False,1.48,True,True,False,,Variant_B,v3.1,37.27199999999999,0,Medium,0,1.0675569520816968,High
11663,456,299,191,2,1,243.51,251.01,0.79,8,4,720p,False,Spanish,5,True,False,False,0,False,0,,True,False,False,Content-Based,13,,0.614,Upgrade,7.99,PayPal,False,,True,2.05,False,False,False,,Variant_B,v3.3,122.104,1,High,0,0.9701207123222182,Premium
11664,71,118,160,2,1,65.1,79.63,0.71,1,1,1080p,False,English,6,False,False,False,0,False,0,,True,False,False,Hybrid,2,,0.544,,0,"Debit Card",False,,True,0.72,False,False,True,"Auth Error",Control,v4.0,48.540000000000006,1,Low,0,0.8175310812507849,Medium
11665,326,6,71,3,2,85.06,90.28,0.89,5,4,480p,False,English,7,False,False,False,0,False,0,,True,True,True,Hybrid,14,113.0,0.654,Upgrade,0,"Debit Card",False,,False,2.19,False,False,False,,Control,v3.3,62.124,1,High,1,0.9421798848028357,Premium
11666,395,283,194,4,3,53.32,61.93,0.92,3,3,1080p,False,English,6,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",5,112.3,0.527,,0,"Debit Card",False,,True,1.98,True,False,False,,Variant_A,v4.0,50.128,1,Medium,1,0.8609720652349427,Premium
11667,364,293,134,2,1,15.49,15.16,0.59,3,2,720p,False,Hindi,3,False,False,False,0,True,2,,True,False,False,Editorial,13,,0.65,,0,PayPal,False,,True,0.5,True,True,False,,Variant_A,v3.2,24.696,0,Medium,0,1.0217678100263852,Low
11668,466,134,140,1,2,76.29,77.18,0.89,4,0,4K,True,English,6,False,False,False,0,True,4,,True,False,False,"Collaborative Filtering",13,,0.925,Renewal,19.99,"Credit Card",False,,False,2.14,True,True,False,,Variant_A,v4.0,58.81600000000001,1,Low,0,0.9884685151593677,Premium
11669,243,29,56,3,2,35.28,45.04,0.38,5,2,1080p,True,Hindi,2,False,False,True,2.1,False,0,,True,False,False,Hybrid,19,,0.986,,0,"Apple Pay",False,,False,2.09,True,False,False,,Control,v4.0,25.912,0,Medium,0,0.783303730017762,Premium
11670,490,314,169,4,3,27.4,31.53,0.56,3,3,4K,True,Spanish,2,True,False,False,0,True,1,"Thumbs Up",True,True,True,Trending,3,74.6,0.746,,0,"Credit Card",False,,True,2.32,True,False,False,,Variant_B,v4.0,28.26,0,Medium,1,0.8690136378052647,Premium
11671,249,103,143,3,2,20.44,24.87,0.69,3,2,1080p,False,Spanish,6,True,False,False,0,True,1,,True,True,True,Trending,14,90.1,0.488,Downgrade,19.99,"Credit Card",False,,True,2.26,True,False,False,,Control,v4.0,30.176,0,Medium,1,0.8218737434660234,Premium
11672,221,169,142,2,3,194.33,220.24,0.77,8,4,480p,False,English,6,False,False,False,0,False,0,,False,False,False,Hybrid,4,,0.657,Renewal,0,"Credit Card",False,,True,0.89,True,True,False,,Variant_A,v4.0,102.03200000000001,1,High,0,0.8823556120595714,Medium
11673,473,327,101,1,1,52.85,47.8,0.48,4,1,1080p,False,English,2,False,False,False,0,True,3,,True,True,True,Content-Based,10,39.8,0.761,Signup,13.99,PayPal,False,,True,1.33,False,False,False,,Variant_A,v4.0,36.239999999999995,0,Low,1,1.1056485355648538,High
11674,447,197,99,2,3,14.44,16.2,0.32,3,0,720p,False,French,2,False,False,False,0,True,2,"Thumbs Down",True,False,False,"Collaborative Filtering",6,,0.622,Renewal,19.99,"Credit Card",False,,True,2.03,True,True,False,,Variant_B,v4.0,15.975999999999999,0,Low,0,0.891358024691358,Premium
11675,21,1,200,2,3,46.37,52.22,0.92,0,4,1080p,True,English,1,False,False,False,0,False,0,"Thumbs Up",True,False,False,Editorial,6,,0.523,,0,"Credit Card",False,,True,1.95,True,False,False,,Control,v3.3,46.348,1,High,0,0.8879739563385676,Premium
11676,494,222,142,4,2,198.86,208.81,0.9,2,1,1080p,False,English,7,False,False,True,2.2,True,4,,True,False,False,Hybrid,2,,0.536,Downgrade,19.99,"Credit Card",False,,False,2.04,True,False,False,,Control,v4.0,108.34400000000002,1,Low,0,0.9523490254298166,Premium
11677,387,252,123,3,1,299.77,361.6,0.75,6,0,1080p,False,English,5,False,False,True,1.3,True,5,,False,False,False,Content-Based,2,,0.684,,0,"Apple Pay",False,,False,0.66,False,False,False,,Variant_B,v3.3,143.90800000000002,1,Low,0,0.8290099557522123,Low
11678,82,348,16,1,3,283.25,321.68,0.65,7,3,720p,True,English,8,False,False,True,3.2,True,3,,True,False,False,"Collaborative Filtering",19,,0.53,Upgrade,0,PayPal,False,,True,2,True,True,False,,Variant_B,v3.3,134.70000000000002,1,Medium,0,0.8805334493906988,Premium
11679,344,26,184,1,2,50.79,53.64,0.39,8,2,480p,True,English,4,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",3,,0.55,Signup,19.99,PayPal,False,,False,0.34,True,False,False,,Control,v3.1,32.816,0,Medium,0,0.9468680089485458,Low
11680,367,296,45,3,1,39.95,46.62,0.31,8,0,1080p,False,English,3,False,False,True,3.8,True,1,"Thumbs Down",True,True,False,Trending,20,101.5,0.924,Upgrade,19.99,PayPal,False,,True,1.26,True,True,False,,Variant_B,v3.3,25.980000000000004,0,Low,0,0.856928356928357,Medium
11681,486,319,141,4,3,19.69,24.08,0.8,3,3,720p,False,Spanish,6,False,False,False,0,True,4,,True,False,False,"Collaborative Filtering",4,,0.867,,0,"Credit Card",False,,True,0.23,True,False,False,,Variant_A,v3.1,33.476,0,Medium,0,0.8176910299003324,Low
11682,10,54,135,1,2,201.32,186.33,0.55,3,1,1080p,False,Original,2,False,False,False,0,False,0,,True,True,False,Content-Based,4,84.5,0.433,,0,"Credit Card",False,,True,1.19,True,False,False,,Control,v3.3,97.42800000000001,1,Low,0,1.0804486663446573,Medium
11683,411,256,94,3,2,115.04,144.83,0.35,1,0,1080p,False,English,4,False,False,True,2.2,True,3,,True,False,False,Editorial,11,,0.592,,0,PayPal,False,,False,0.69,True,False,False,,Variant_B,v3.1,57.616,1,Low,0,0.7943105710142926,Low
11684,12,61,89,2,3,4.42,5.15,0.4,0,3,1080p,False,French,4,True,False,False,0,False,0,,True,False,False,Hybrid,3,,0.719,,0,"Gift Card",False,,False,1.35,True,False,False,,Control,v3.3,14.568000000000001,0,Medium,0,0.8582524271844659,High
11685,263,87,76,1,2,82.85,92.39,0.95,2,1,1080p,False,Original,6,False,False,False,0,True,1,"Thumbs Down",False,False,False,"Collaborative Filtering",17,,0.436,,0,PayPal,False,,True,1.81,False,False,False,,Variant_A,v3.3,62.940000000000005,1,Low,0,0.8967420716527762,High
11686,145,102,168,1,1,81.22,100.38,0.83,0,4,4K,True,English,8,False,False,False,0,True,2,,True,True,False,"Collaborative Filtering",9,20.4,0.81,,0,"Credit Card",False,,False,0.17,True,True,False,,Control,v4.0,59.188,1,High,0,0.8091253237696753,Low
11687,449,289,138,2,3,36.95,41.78,0.48,8,2,480p,True,English,3,False,False,False,0,False,0,,True,False,False,Content-Based,14,,0.631,Renewal,13.99,"Credit Card",False,,True,0.73,True,False,False,,Control,v3.3,29.78,0,Medium,0,0.8843944471038775,Medium
11688,192,201,85,3,2,11.19,13.61,0.99,5,3,1080p,True,English,5,False,False,True,2.8,False,0,,True,False,False,Trending,2,,0.638,,0,"Credit Card",False,,True,0.46,True,False,False,,Variant_B,v3.3,35.176,0,Medium,0,0.8221895664952241,Low
11689,250,96,169,3,3,47.04,46.91,0.8,2,4,1080p,True,Original,3,False,True,False,0,True,5,,False,False,False,Content-Based,14,,0.559,,0,"Gift Card",False,,True,0.54,True,True,False,,Control,v3.2,43.916000000000004,1,High,0,1.0027712641227884,Low
11690,114,101,156,4,3,52.08,62.96,0.57,0,1,720p,False,French,2,False,False,False,0,True,5,,True,False,False,Trending,3,,0.6,,0,PayPal,False,,True,1.5,True,False,False,,Control,v3.3,38.832,0,Low,0,0.8271918678526048,High
11691,26,271,136,1,2,17,19.58,0.38,5,0,1080p,False,English,4,True,False,False,0,False,0,,True,False,False,Hybrid,2,,0.917,,0,"Credit Card",False,,True,0.25,False,False,False,,Variant_B,v3.1,19.000000000000004,0,Low,0,0.8682328907048009,Low
11692,271,354,177,2,2,33.61,42.09,0.97,6,2,1080p,True,Spanish,2,False,False,False,0,True,3,,False,False,False,Trending,1,,0.873,,0,"Debit Card",False,,False,1.79,False,False,False,,Control,v3.3,43.24399999999999,1,Medium,0,0.798526966025184,High
11693,499,52,70,4,2,177,168.96,0.63,4,1,1080p,True,Spanish,3,False,False,False,0,False,0,"Thumbs Up",True,False,False,Hybrid,4,,0.961,Cancellation,13.99,PayPal,False,"Found Alternative",True,0.66,True,True,False,,Variant_A,v4.0,90.29999999999998,1,Low,0,1.0475852272727273,Low
11694,33,114,115,1,3,221.81,233.67,0.79,5,3,240p,False,English,7,False,False,False,0,True,5,,True,False,False,Content-Based,10,,0.819,,0,"Credit Card",False,,False,2.4,True,False,False,,Control,v4.0,114.32400000000001,1,Medium,0,0.949244661274447,Premium
11695,62,266,57,2,2,75.64,82.92,0.72,8,2,1080p,False,Hindi,8,True,False,False,0,False,0,,True,True,True,"Collaborative Filtering",15,20.6,0.747,Renewal,0,"Credit Card",False,,False,2.34,False,False,False,,Control,v4.0,53.455999999999996,1,Medium,1,0.9122045344910757,Premium
11696,229,174,126,4,3,192.77,187.81,0.92,0,4,720p,True,English,9,False,False,True,2.1,False,0,,True,False,False,Trending,12,,0.556,,0,"Credit Card",False,,True,1.86,False,False,False,,Variant_A,v3.1,106.508,1,High,0,1.0264096693466802,High
11697,303,265,115,3,3,113.79,104.8,0.69,3,2,1080p,False,English,8,False,False,True,4.9,False,0,,True,True,True,Hybrid,6,88.0,0.8,,0,"Apple Pay",False,,True,1.99,False,False,False,,Variant_A,v3.3,67.816,1,Medium,1,1.0857824427480918,Premium
11698,95,159,67,4,2,21.96,23.87,0.95,4,4,1080p,True,English,8,False,False,False,0,True,5,,True,True,False,"Collaborative Filtering",3,77.1,0.944,,0,"Credit Card",False,,True,1.83,False,False,False,,Variant_A,v4.0,39.384,0,High,0,0.9199832425638877,High
11699,35,119,43,1,3,24.47,24.28,0.76,4,1,720p,False,French,2,False,False,False,0,True,3,,True,False,False,"Collaborative Filtering",3,,0.441,Upgrade,13.99,"Credit Card",False,,True,1.84,False,False,False,,Control,v3.3,33.288,0,Low,0,1.007825370675453,High
11700,193,197,51,1,3,246.97,292.12,0.44,0,0,1080p,False,English,3,False,False,True,1.4,True,1,,False,False,False,"Collaborative Filtering",19,,0.666,,0,"Credit Card",False,,False,0.53,False,False,False,,Control,v4.0,112.688,1,Low,0,0.8454402300424483,Low
11701,456,237,170,4,2,170.46,206.16,0.63,5,2,1080p,False,English,9,True,False,False,0,False,0,"Thumbs Up",True,True,False,Editorial,20,104.4,0.49,Renewal,7.99,"Debit Card",False,,False,2.32,False,False,False,,Variant_B,v4.0,88.884,1,Medium,0,0.8268335273573924,Premium
11702,76,149,197,2,1,74.84,68.95,0.7,8,0,1080p,True,English,4,False,False,False,0,False,0,,True,False,False,Content-Based,4,,0.886,,0,"Debit Card",False,,True,2.02,True,True,False,,Control,v3.3,51.736000000000004,1,Low,0,1.0854242204496012,Premium
11703,379,347,130,3,2,253.15,267,0.66,5,0,4K,True,Hindi,9,False,False,False,0,True,2,,True,False,False,Content-Based,19,,0.768,,0,"Credit Card",False,,False,1.47,True,True,False,,Control,v4.0,123.06,1,Low,0,0.9481273408239701,High
11704,249,80,141,1,2,20.43,24.21,0.8,6,2,720p,False,English,3,False,False,False,0,True,1,,True,True,True,Trending,14,91.2,0.928,Signup,19.99,"Credit Card",False,,False,0.5,False,False,False,,Variant_A,v3.1,32.872,0,Medium,1,0.8438661710037174,Low
11705,83,167,114,3,2,155.56,152.68,0.71,5,2,1080p,True,English,6,False,False,False,0,False,0,,True,False,False,Hybrid,4,,0.438,,0,"Credit Card",False,,True,1.96,True,False,False,,Control,v4.0,84.724,1,Medium,0,1.0188629813990044,Premium
11706,25,95,119,2,2,36.96,39.38,0.36,5,0,1080p,False,Spanish,7,False,False,False,0,False,0,"Thumbs Down",False,False,False,"Collaborative Filtering",8,,0.943,Renewal,7.99,"Credit Card",False,,True,2.28,True,False,False,,Control,v4.0,26.983999999999998,0,Low,0,0.9385474860335196,Premium
11707,57,10,33,2,2,18.39,23.32,0.81,1,3,4K,False,French,3,False,False,True,2.6,False,0,,True,True,False,Trending,19,65.4,0.44,,0,PayPal,False,,False,1.23,False,False,False,,Control,v4.0,32.256,0,Medium,0,0.7885934819897085,Medium
11708,32,97,134,3,3,205.14,242.63,0.81,7,3,720p,False,English,5,False,False,False,0,True,3,"Thumbs Up",True,True,False,"Collaborative Filtering",19,11.9,0.573,,0,"Credit Card",False,,True,0.31,True,False,False,,Variant_A,v3.2,107.65599999999999,1,Medium,0,0.845484894695627,Low
11709,319,175,119,2,3,161.19,208.86,0.92,4,2,1080p,False,English,3,False,True,True,4,True,5,,False,False,False,"Collaborative Filtering",1,,0.494,Signup,7.99,PayPal,True,,True,2.42,True,False,False,,Variant_B,v4.0,93.17599999999999,1,Medium,0,0.7717609882217753,Premium
11710,12,18,93,2,2,19.55,25.13,0.67,3,0,1080p,False,English,7,False,False,False,0,False,0,,True,False,False,Content-Based,15,,0.487,Cancellation,13.99,"Debit Card",False,Content,False,0.51,True,False,False,,Control,v3.3,29.319999999999997,0,Low,0,0.7779546358933546,Low
11711,319,316,17,2,3,260.42,286.02,0.91,5,0,720p,True,English,9,False,False,True,4.6,False,0,,True,False,False,Trending,11,,0.503,,0,"Gift Card",False,,True,2.01,False,False,False,,Control,v3.2,133.26800000000003,1,Low,0,0.9104957695266066,Premium
11712,333,130,113,4,2,43.22,43.13,0.38,0,1,1080p,False,English,6,True,False,False,0,False,0,"Thumbs Up",False,False,False,Trending,9,,0.688,,0,"Credit Card",False,,False,2.46,False,False,False,,Variant_A,v4.0,29.888,0,Low,0,1.0020867145838164,Premium
11713,92,350,27,4,3,56.01,71.21,0.66,4,0,480p,False,English,8,False,False,False,0,False,0,,True,False,False,Trending,3,,0.871,,0,"Credit Card",False,,False,0.8,True,False,False,,Control,v3.1,43.804,1,Low,0,0.7865468333099285,Medium
11714,1,51,86,4,1,44.62,54.21,0.74,4,3,720p,False,English,2,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",18,30.4,0.939,,0,"Debit Card",False,,True,0.34,True,True,False,,Control,v3.1,40.448,0,Medium,1,0.8230953698579597,Low
11715,435,255,154,4,3,85.17,87.82,0.76,4,1,720p,False,Original,7,False,False,False,0,True,2,,True,True,False,"Collaborative Filtering",19,41.4,0.74,,0,"Credit Card",False,,True,2.05,False,False,True,"Payment Error",Variant_A,v3.3,58.46800000000001,1,Low,0,0.9698246413117741,Premium
11716,326,210,173,4,1,47.2,49.75,0.9,2,3,720p,False,English,5,False,False,False,0,True,3,"Thumbs Down",True,False,False,Trending,16,,0.495,,0,"Credit Card",False,,True,0.27,True,False,False,,Variant_B,v4.0,47.18,1,Medium,0,0.9487437185929649,Low
11717,136,55,116,1,1,34.92,42.6,0.78,0,4,1080p,False,English,4,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",16,,0.448,Cancellation,13.99,"Credit Card",False,Content,True,1.37,False,False,False,,Control,v3.1,38.168,0,High,0,0.819718309859155,High
11718,196,301,178,1,3,182.81,229.57,0.38,5,2,1080p,True,Original,4,False,False,False,0,True,2,,True,True,True,Trending,3,43.1,0.696,,0,PayPal,False,,False,1.85,True,False,False,,Variant_B,v4.0,85.52400000000002,1,Medium,1,0.7963148495012415,High
11719,133,193,74,2,2,96.41,112.83,0.46,4,4,720p,True,English,4,False,False,False,0,False,0,"Thumbs Down",True,False,False,Editorial,18,,0.859,,0,"Apple Pay",False,,True,1.64,True,False,False,,Control,v4.0,53.163999999999994,1,High,0,0.8544713285473722,High
11720,473,182,158,2,1,48.3,52.15,0.86,5,2,1080p,True,English,6,False,False,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",13,,0.772,Upgrade,19.99,"Credit Card",False,,True,1.46,False,False,False,,Control,v3.3,46.32000000000001,1,Medium,0,0.9261744966442953,High
11721,86,300,58,4,1,96.71,102.49,0.73,5,3,1080p,True,English,6,False,False,False,0,False,0,,False,False,False,Hybrid,20,,0.75,,0,PayPal,False,,True,0.7,True,True,False,,Control,v3.2,61.784,1,Medium,0,0.9436042540735682,Low
11722,476,45,144,3,3,40.35,49.54,0.91,4,3,720p,False,English,8,True,False,False,0,False,0,,True,False,False,"Collaborative Filtering",8,,0.429,,0,"Gift Card",False,,True,0.86,False,False,False,,Variant_B,v3.2,45.04,1,Medium,0,0.814493338716189,Medium
11723,295,290,61,2,1,26.23,33.22,0.96,1,4,4K,False,French,9,False,False,False,0,True,1,,True,False,False,"Collaborative Filtering",7,,0.647,,0,"Apple Pay",False,,False,0.96,False,False,False,,Variant_A,v3.2,41.192,0,High,0,0.7895845875978327,Medium
11724,279,13,5,1,1,98.35,127.1,0.45,2,2,4K,False,Spanish,4,True,False,False,0,True,1,,True,True,True,"Collaborative Filtering",19,106.7,0.73,,0,PayPal,False,,True,1.67,False,False,False,,Variant_B,v4.0,53.74,1,Medium,1,0.7738001573564123,High
11725,324,59,192,3,3,85.01,104.59,0.37,8,2,1080p,False,English,6,False,True,True,3.2,False,0,,True,False,False,Editorial,20,,0.759,,0,"Credit Card",False,,False,1.73,True,False,False,,Control,v3.3,46.30400000000001,1,Medium,0,0.8127928100200784,High
11726,180,154,198,3,3,199.2,215.96,0.46,3,1,4K,False,Hindi,7,False,True,False,0,False,0,,True,True,True,"Collaborative Filtering",12,9.4,0.403,,0,"Credit Card",False,,True,0.52,False,False,False,,Control,v3.3,94.88000000000001,1,Low,1,0.9223930357473605,Low
11727,4,259,70,2,2,33.24,35.04,0.49,1,0,480p,True,English,9,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",18,,0.52,Renewal,19.99,"Apple Pay",False,,False,0.15,True,False,False,,Variant_B,v3.3,29.796000000000003,0,Low,0,0.9486301369863015,Low
11728,126,138,193,4,2,19.28,22.57,0.74,1,1,720p,True,French,4,False,False,False,0,False,0,,False,False,False,"Collaborative Filtering",15,,0.97,Renewal,0,"Credit Card",False,,True,0.28,False,False,False,,Variant_A,v3.2,30.712,0,Low,0,0.8542312804607887,Low
11729,175,234,33,3,1,126.05,116.17,0.61,7,3,240p,True,English,6,False,False,False,0,True,5,"Thumbs Up",True,False,False,Content-Based,12,,0.705,Downgrade,19.99,"Gift Card",False,,True,1.74,False,False,False,,Variant_A,v4.0,70.42,1,Medium,0,1.0850477748127743,High
11730,251,349,55,1,3,56,58.3,0.77,4,4,720p,False,English,8,True,False,True,2.1,False,0,,False,False,False,"Collaborative Filtering",6,,0.822,,0,"Credit Card",False,,True,0.33,True,False,False,,Control,v4.0,47.1,1,High,0,0.960548885077187,Low
11731,21,82,190,1,2,5.02,4.65,0.91,4,2,720p,False,German,8,False,False,False,0,False,0,"Thumbs Down",True,True,False,Editorial,17,9.1,0.585,,0,"Debit Card",False,,True,0.85,False,False,False,,Variant_B,v4.0,30.908,0,Medium,0,1.079569892473118,Medium
11732,485,262,170,2,3,58.22,69.51,0.83,4,1,1080p,True,Hindi,8,False,False,False,0,False,0,"Thumbs Up",True,False,False,Trending,4,,0.751,,0,"Debit Card",False,,False,1.42,True,False,False,,Variant_A,v3.2,49.788000000000004,1,Low,0,0.8375773270033088,High
11733,440,166,196,4,1,28.84,36.53,0.4,2,4,4K,True,English,5,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",12,,0.614,,0,"Credit Card",False,,True,1.42,True,True,False,,Control,v4.0,24.536,0,High,0,0.7894880919791951,High
11734,105,31,31,2,2,73.4,84.77,0.65,2,4,1080p,False,English,7,False,False,True,2.4,True,4,,True,True,True,"Collaborative Filtering",17,51.5,0.578,Signup,13.99,"Debit Card",False,,True,1.39,True,True,False,,Control,v3.2,50.66,1,High,1,0.8658723605048957,High
11735,66,90,91,4,2,34.94,38.14,0.84,8,0,1080p,False,German,7,True,False,False,0,False,0,,True,False,False,"Collaborative Filtering",5,,0.647,Cancellation,13.99,"Apple Pay",False,Content,False,2.31,True,True,False,,Variant_B,v3.3,40.576,0,Low,0,0.9160985841636077,Premium
11736,443,200,194,2,1,45.01,48.15,0.59,3,2,1080p,False,English,9,False,False,False,0,False,0,"Thumbs Down",True,False,False,Content-Based,6,,0.676,,0,"Gift Card",False,,True,1.16,True,False,False,,Variant_B,v3.3,37.504,0,Medium,0,0.9347871235721703,Medium
11737,263,294,89,1,3,67.25,77.72,0.47,2,4,1080p,True,German,5,False,False,False,0,False,0,,True,False,False,Content-Based,15,,0.599,,0,PayPal,False,,True,0.5,True,False,False,,Control,v3.3,42,1,High,0,0.8652856407617087,Low
11738,49,291,101,1,2,32.1,40.97,0.66,5,2,1080p,False,English,2,False,False,True,1.2,False,0,,True,True,False,Content-Based,8,83.0,0.555,,0,"Gift Card",False,,True,0.23,True,False,False,,Control,v3.3,33.04,0,Medium,0,0.7835001220405176,Low
